ad_title,brand_name,cost,ctr,id,like,video_name,is_ugc,duration,height,width,industry_parent,industry_child,objective_value,creative_theme,creative_concept,format_production_style,talent_type,demographic_representation,audience_focus,campaign_objective
Experience the ultimate convenience during pet bath time with the revolutionary Dog Bath Brush!,ShopEZ,0,0.02,7306118568567013378,2390,ad_19000000000_3_11_1,TRUE,52.867,1024,576,Pets,Pet Grooming,Conversions,Product-Centric,Product demo,Native Video,Unclear,Unclear,Solution Aware,Sales
Elevate your cat's world with a window bed! Your kitty's favorite spot is about to get even better!,,2,0.02,7338104238809530370,2308,ad_19000000000_3_12_1,TRUE,35.969,1280,720,Pets,Pet Household Products,Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Solution Aware,Sales
"With biodegradable sisal sleeves, the Switch saves up to 33kg of landfill over your cat’s lifetime.",Omlet,2,0.03,7335082282892394498,2620,ad_19000000000_3_13_1,TRUE,47.531,1024,576,Pets,Pet Household Products,Conversions,Testimonial & Social Proof,Product demo,Native Video,Customers,Primarily Female,Solution Aware,Sales
@ronzeildogslatmill Use code “TANGO” for 200$ off your purchase! #tango #belgianmalinoisoftiktok #workingdogsoftiktok #belgianmalinois #malinois #sportdog #workingdog #k9 #k9softiktok,,2,0.03,7453358733160120336,2078,ad_19000000000_3_14_1,FALSE,20.5,1024,576,Pets,Pet Travel Accessories,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,None,No People Featured,Unclear,Engagement
Nothing better than this!,OurVintageLove,2,0.03,7167180460724289537,5808,ad_19000000000_3_15_1,TRUE,13.678,1024,576,Pets,Pet Household Products,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,Customers,Primarily Female,Problem Aware,Awareness
I saved money on a professional install with this pet door! 🚪✨ #pets #patiopetdoor #petdoor #hakunapets #dogs #dogtips #dogsoftiktok,,1,0.03,7257665762922430465,1935,ad_19000000000_3_16_1,TRUE,21.176,1024,576,Pets,Pet Household Products,Conversions,Product-Centric,Product demo,Native Video,None,Unclear,Problem Aware,Sales
Who supports your #toxictraits? #catsoftiktok #catit #fitzgeraldgrantthecat #messinwithmochi #catcontentcreators #cattree #productsilove #obsessedwithit #Fomocats,,2,0.03,7109852417869332481,11131,ad_19000000000_3_17_1,TRUE,31.648,1024,576,Pets,Pet Household Products,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Solution Aware,Sales
Keep your pup safe with a pet car seat! #khpet #khpetproducts #dogcarseat,,2,0.03,7221178265504153602,17842,ad_19000000000_3_18_1,TRUE,38.752,1280,720,Pets,Pet Household Products,Conversions,Educational & Explainer,Product demo,Native Video,Combination of actors and customers,Primarily Female,Problem Aware,Sales
Pamper Your Pup with the Perfect Human-Dog Bed!,Human Dog Beds,2,0.03,7161429287055704065,235115,ad_19000000000_3_19_1,TRUE,6.434,1024,576,Pets,Pet Household Products,Conversions,Humor & Entertainment,Day-in-the-life story,Native Video,Customers,Primarily Young Adults,Unclear,Engagement
Fire new gear just dropped. Get it before it's gone.,FableticsMen,2,0.01,7242357151498813442,53730,ad_22000000000_3_0_1,TRUE,28.011,1024,576,Apparel & Accessories,Men's Clothing,Conversions,Promotional & Offer-Based,Member deal,Native Video,Influencers,Primarily Young Adults,Product Aware,Sales
"Lulu quality activewear, without the hefty pricetag!",Fabletics Men,2,0.01,7223840207471312897,74876,ad_22000000000_3_1_1,TRUE,39.68,1024,576,Apparel & Accessories,Men's Clothing,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Customers,Diverse Gender Representation,Product Aware,Sales
"Lulu quality activewear, without the hefty pricetag!",FableticsMen,2,0.01,7228658348828196866,10968,ad_22000000000_3_2_1,TRUE,30.678,1024,576,Apparel & Accessories,Men's Clothing,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,Customers,Primarily Male,Product Aware,Sales
New VIPs get 2 for $24 shorts??? BFFR!,FableticsMen,2,0.01,7319543790703247362,7860,ad_22000000000_3_3_1,TRUE,27.414,1024,576,Apparel & Accessories,Men's Clothing,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Customers,Primarily Male,Solution Aware,Sales
New VIP members can now get 2 for $19 shorts!,FableticsMen,2,0.01,7330010994753683458,7965,ad_22000000000_3_4_1,TRUE,27.414,1024,576,Apparel & Accessories,Men's Clothing,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Customers,Primarily Male,Solution Aware,Sales
349kr - Only Today,The Wolf,2,0.01,7256720050677612545,5835,ad_22000000000_3_5_1,TRUE,14.885,1024,576,Apparel & Accessories,Clothing Accessories,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Product Aware,Sales
"Lulu quality activewear, without the hefty pricetag!",Fabletics Men,2,0.01,7223840205890650113,85280,ad_22000000000_3_6_1,TRUE,39.68,1024,576,Apparel & Accessories,Men's Clothing,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Customers,Primarily Male,Product Aware,Sales
349kr - Only today,The Wolf,1,0.01,7256720047833317378,2342,ad_22000000000_3_7_1,TRUE,14.885,1024,576,Apparel & Accessories,Clothing Accessories,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Product Aware,Sales
33$ - Only Today,Scarface,2,0.01,7258348103954104321,2310,ad_22000000000_3_8_1,TRUE,14.885,1024,576,Apparel & Accessories,Clothing Accessories,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Unclear,Sales
A Little More Budget Friendly! Enjoy FREE Shipping!,La Lueure Jewelry,1,0.01,7255745189376262146,2995,ad_22000000000_3_9_1,FALSE,6.363,1024,576,Apparel & Accessories,Ordinary Jewelry,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,Unclear,Product Aware,Sales
349kr - Only Today,The Wolf,2,0.01,7256720050677088257,1973,ad_22000000000_3_10_1,TRUE,14.885,1024,576,Apparel & Accessories,Clothing Accessories,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Product Aware,Sales
15% Off! Shop Now & Save with Code: P15,aelfricedenofficial,2,0.01,7356064908231294992,6643,ad_22000000000_3_11_1,TRUE,10.055,1024,576,Apparel & Accessories,Men's Clothing,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Unclear,Sales
Only available when you CLICK THIS AD!,Fabletics Men,2,0.01,7288819518294097922,6009,ad_22000000000_3_12_1,TRUE,24.598,1024,576,Apparel & Accessories,Men's Clothing,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Customers,Primarily Male,Product Aware,Sales
Just want the world to know that being Ghosted is actually a blessing 🥹👻  #tiktokshopblackfriday #tiktokshopcybermonday #unisexfashion #fyp #ghosted #fashion #thanksgiving,,1,0.01,7302900424612085762,3360,ad_22000000000_3_13_1,TRUE,37.012,1024,576,Apparel & Accessories,Clothing Accessories,Conversions,Brand Story & Mission-Driven,Founder story,Native Video,Combination of actors and customers,Diverse Age Range,Unaware Audience,Awareness
Todos quieren ser parte del éxito Pero nadie quiere ser parte del proceso 💪🏻  Aquí seguimos 👍🏻🫡 Ab and J Jewelry 💎 #motivation #abandj #marcaregistrada #abandjjewlery,,2,0.01,7299946164810776578,6790,ad_22000000000_3_14_1,TRUE,41.2,844,576,Apparel & Accessories,High-end Jewelry,Conversions,Brand Story & Mission-Driven,Founder story,Native Video,Customers,Primarily Male,Unclear,Awareness
Save up to 40% OFF - Father’s Day Sale.,The Ridge Wallet,2,0.01,7234182842044465154,7165,ad_22000000000_3_15_1,TRUE,10.027,1024,576,Apparel & Accessories,Bags,Conversions,Product-Centric,Product demo,Native Video,None,Unclear,Product Aware,Sales
Fire new gear just dropped. Get it before it's gone.,Fabletics Men,2,0.01,7291392587917967361,4884,ad_22000000000_3_16_1,TRUE,24.363,1024,576,Apparel & Accessories,Men's Clothing,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Combination of actors and customers,Diverse Age Range,Product Aware,Sales
A deal this good won’t last long!,Fabletics,2,0.01,7234250009943179266,7642,ad_22000000000_3_17_1,FALSE,12.033,1024,576,Apparel & Accessories,Women's Clothing,Conversions,Promotional & Offer-Based,Limited-time offer,Carousel,None,Primarily Female,Product Aware,Sales
MAGGIORE Sunglasses,Peter,1,0.01,7252343578142212097,3548,ad_22000000000_3_18_1,TRUE,34.714,1024,576,Apparel & Accessories,Clothing Accessories,Conversions,Product-Centric,Unboxing,Native Video,None,No People Featured,Unclear,Sales
"60% sale, Long Champ Le Pliage >> Which team are you? @mdammethelabel ",,2,0.01,7481237992814018576,14668,ad_22000000000_3_19_1,FALSE,19.05,1024,576,Apparel & Accessories,Bags,Conversions,Lifestyle & Aspirational,None,Static Image,None,No People Featured,Unclear,Awareness
Get started on Coinbase today.,Coinbase: Buy Bitcoin & Ether,2,0.01,7338199683222192130,1803,ad_13000000000_3_0_1,TRUE,24.513,1024,576,Financial Services,Cryptocurrencies,Conversions,Promotional & Offer-Based,Product demo,Native Video,Actors,Primarily Young Adults,Solution Aware,App Promotion
Unlock systematic wealth-building methodologies,INVESTMENT OPTIONS,1,0.01,7486978098173804562,1907,ad_13000000000_3_1_1,FALSE,27.354,1280,720,Financial Services,Cryptocurrencies,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,Unclear,Diverse Age Range,Unclear,Awareness
We've Just Simplified The Process For You!,CreditOptions 2023,2,0.01,7232089262900117505,6365,ad_13000000000_3_2_1,TRUE,16.022,1024,576,Financial Services,Credit Bureaus,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,Unclear,Problem Aware,Sales
$500 Down from $90/Month,AutoWarehouse,2,0.01,7270101804435341314,7572,ad_13000000000_3_3_1,TRUE,25.195,1280,720,Financial Services,Microfinance Companies,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Experts,Primarily Middle-Aged Adults,Solution Aware,Sales
Swipe Left To See If You're Qualified!!,Medicare Funds,2,0.01,7173269590617227265,41971,ad_13000000000_3_4_1,FALSE,13.167,1024,576,Financial Services,Insurance,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,Unclear,Problem Aware,Leads
instant approval for personal loans (no credit check),Personal Loans,2,0.01,7199329116595224577,3016,ad_13000000000_3_5_1,TRUE,16.069,1280,720,Financial Services,Loan Services,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Unclear,Primarily Male,Problem Aware,Leads
"Swipe left today, and be in your new (or used) car tomorrow.",finance.me,2,0.01,7205184366150516737,1873,ad_13000000000_3_6_1,FALSE,7.7,1024,576,Financial Services,Microfinance Companies,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,Unclear,Problem Aware,Leads
Click To Claim Right Away!,Sophie Cooper,2,0.02,7294598040181981186,2231,ad_13000000000_3_7_1,TRUE,41.24,1024,576,Financial Services,Insurance,Conversions,Testimonial & Social Proof,None,Native Video,Customers,Primarily Older Adults,Problem Aware,Leads
Click to learn more,Zenbills,2,0.02,7107240871717044225,2048,ad_13000000000_3_8_1,TRUE,14.571,1024,576,Financial Services,Loan Services,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Unclear,Primarily Female,Problem Aware,Leads
Be Your Own Bank!,Be The Bank,2,0.02,7111413655103258625,15725,ad_13000000000_3_9_1,TRUE,60.72,1024,576,Financial Services,Credit Bureaus,Conversions,Educational & Explainer,None,Native Video,Experts,Primarily Male,Problem Aware,Leads
Swipe left & thank me later ;),LoanExpert,2,0.02,7186872304088563714,8175,ad_13000000000_3_10_1,TRUE,53.801,960,540,Financial Services,Loan Services,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Customers,Primarily Middle-Aged Adults,Problem Aware,Leads
check out these amazing offers!,Personal Loans,2,0.02,7198973953678344193,7298,ad_13000000000_3_11_1,TRUE,16.949,1024,576,Financial Services,Loan Services,Conversions,Testimonial & Social Proof,FAQ,Native Video,Customers,Primarily Female,Problem Aware,Leads
"""Unlock financial freedom with these cards. Swipe left for exclusive offers",Credit Cards,2,0.02,7259306855191805953,3727,ad_13000000000_3_12_1,TRUE,15.36,960,540,Financial Services,Credit Cards,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,No People Featured,Problem Aware,Sales
Swipe Left To Check Your Eligibility!,Medicare Benefits,2,0.02,7169199628125241346,59168,ad_13000000000_3_13_1,TRUE,13.307,1024,576,Financial Services,Insurance,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,Unclear,Problem Aware,Leads
#FixYourScore #850club #happynewyear,,2,0.02,7173841636081500162,4834,ad_13000000000_3_14_1,TRUE,19.481,1024,576,Financial Services,Credit Bureaus,Conversions,Educational & Explainer,FAQ,Native Video,Experts,Primarily Male,Problem Aware,Leads
Tap Here To Check Eligibility >>,Lifestyle,2,0.02,7285509727479480322,2766,ad_13000000000_3_15_1,FALSE,59.372,1280,720,Financial Services,Loan Services,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Combination of actors and customers,Diverse Age Range,Problem Aware,Leads
"The strongest investment signals, Join us and get USDT for free!",,2,0.02,7469048188092088338,2279,ad_13000000000_3_16_1,FALSE,10.589,1280,720,Financial Services,Investment Advisory,Conversions,Promotional & Offer-Based,Limited-time offer,Static Image,None,No People Featured,Unclear,Sales
Be Your Own Bank!,Be The Bank,2,0.02,7111418522123173890,21640,ad_13000000000_3_17_1,TRUE,60.84,1024,576,Financial Services,Credit Bureaus,Conversions,Educational & Explainer,None,Native Video,Experts,Primarily Male,Problem Aware,Leads
Get a $5k loan,Samantha | Press Loans,2,0.02,7171094908954214402,3116,ad_13000000000_3_18_1,TRUE,8.987,1024,576,Financial Services,Loan Services,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Unclear,Primarily Female,Problem Aware,Leads
Join our crypto forum community and discover more quality cryptocurrencies! Click to join and learn.,Top 5 Coin,2,0.02,7468753581395968017,10684,ad_13000000000_3_19_1,TRUE,22.867,1024,576,Financial Services,Cryptocurrencies,Conversions,Educational & Explainer,None,Native Video,Unclear,Primarily Female,Problem Aware,Awareness
Wireless or wired? #baseusmegattach #magneticpowerbank #iphonetricks #iphoneaccessories #giftideas #bestfinds #findsonamazon #techtoktips,,2,0.03,7179927967359270914,3940,ad_15000000000_14_0_1,TRUE,25.288,1024,576,Tech & Electronics,Cell Phones,Product sales,Product-Centric,Product demo,Native Video,Customers,Unclear,Problem Aware,Sales
Click to shop! #carphoneholder #carphonemount #phoneholder #phonestand #phonemount,,2,0.05,7224037284315545601,2930,ad_15000000000_14_1_1,TRUE,33.829,1280,720,Tech & Electronics,Cell Phones,Product sales,Product-Centric,Comparison,Native Video,Customers,Primarily Female,Problem Aware,Sales
Galaxy S22 Ultra 5G Clear Protective Case #Ghostek #SamsungGalaxyS22Ultra5G #GalaxyS22Ultra #S22Ultra #SamsungS22Ultra #GalaxyS22 #SamsungS22 #Samsung,,2,0.06,7070694522984611841,3640,ad_15000000000_14_2_1,TRUE,11.238,1024,576,Tech & Electronics,Cell Phones,Product sales,Product-Centric,Product demo,Native Video,None,No People Featured,Unclear,Awareness
COVERT — iPhone 13Pro Max Clear Case #Ghostek #AppleiPhone13ProMax #iPhone13ProMax #13ProMax #MagSafe #MagSafeCase #iPhone13 #iPhone13Pro #AppleiPhone,,2,0.09,7065947831535075329,8375,ad_15000000000_14_3_1,TRUE,9.473,1024,576,Tech & Electronics,Cell Phones,Product sales,Product-Centric,Product demo,Native Video,None,No People Featured,Unclear,Awareness
The sleep savior is here#fyp #foryou #sleeping #music #bluetooth #goodthing,,2,0.01,7203658802150588417,12356,ad_23000000000_14_0_1,TRUE,32.183,1280,720,News & Entertainment,Culture & Art,Product sales,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Problem Aware,Sales
these are our top 10 games that kept flying off the shelves last year! which one was your favourite? #boardgames #bestsellers #games #bestboardgames #gametok,,1,0.84,7194447474105942017,10411,ad_23000000000_14_1_1,TRUE,271.301,1024,576,News & Entertainment,Games & Utility Software,Product sales,Product-Centric,None,Native Video,Influencers,Diverse Gender Representation,Product Aware,Sales
24 Hour Close-Out Sale! ONLY $9.99 Today!,69 holes automatic bubble machine,1,0.07,7129493415515684866,1710,ad_18000000000_14_0_1,TRUE,24.499,1024,576,Household Products,Toys,Product sales,Product-Centric,Product demo,Native Video,Customers,Unclear,Solution Aware,Sales
"This is the 3D metalscorpion,It is a metal 3D assembling toy made of stainless steel and aluminum. It is also called ""metal Lego"" or ""metal building blocks"". It is different from the Lego and Gundam models we are familiar with. It does not need glue. Just fix it with screws.It consists of nearly 500 parts and takes at least 5 hours to complete. It can exercise eye and hand coordination, mechanical assembly thinking, and exercise your patience and concentration.#diytoys #metaltoys #toy #toys #3dmetalpuzzle #mechanical #gift #grandkids #collect #toys ",,1,0.09,7196170003120717825,14905,ad_18000000000_14_1_1,TRUE,48.639,1024,576,Household Products,Toys,Product sales,Product-Centric,Product demo,Native Video,None,No People Featured,Unclear,Awareness
#fypシ #foryou #tiktokmademebuyit #puzzle #puzzles #3dmetalpuzzle #toys #scorpion #lego,,1,0.15,7208142825573302273,4232,ad_18000000000_14_2_1,TRUE,38.591,1024,576,Household Products,Toys,Product sales,Product-Centric,Product demo,Native Video,None,No People Featured,Unclear,Awareness
"Fun and easy to use, Veggie chopper, get it now",Vegechop,2,0.17,7181926823118176257,1914,ad_18000000000_14_3_1,TRUE,17.467,1024,576,Household Products,Kitchen Accessories,Product sales,Product-Centric,Product demo,Native Video,Unclear,Unclear,Problem Aware,Sales
Black Friday Sale Now On! Our bestsellers finally back in stock now. Discount codes + gifts await!,Florasis Makeup,2,0.03,7099000555109335041,1966,ad_30000000000_14_0_1,TRUE,58.77,1024,576,E-Commerce (Non-app),Small & Medium-sized E-commerce Platforms,Product sales,Product-Centric,Product demo,Native Video,Influencers,Primarily Female,Product Aware,Sales
Get 15% off with code TIKTOKFRIEND,Music City Creative,2,0.06,6937371976739618817,6992,ad_30000000000_14_1_1,TRUE,32.334,1024,576,E-Commerce (Non-app),Small & Medium-sized E-commerce Platforms,Product sales,Brand Story & Mission-Driven,Behind-the-scenes,Native Video,None,Primarily Male,Unclear,Awareness
Shop Queer and Tennessee Owned Merch! Save 15% with code TIKTOKFRIEND at checkout.,musiccitycreative,2,0.1,6927329072864329729,69329,ad_30000000000_14_2_1,TRUE,26.07,1024,576,E-Commerce (Non-app),Small & Medium-sized E-commerce Platforms,Product sales,Product-Centric,Product demo,Native Video,Unclear,Unclear,Unclear,Awareness
Shop Queer and Tennessee Owned Merch! Save 15% with code TIKTOKFRIEND at checkout.,musiccitycreative,1,0.15,7060217597841833986,1774,ad_30000000000_14_3_1,TRUE,13.2,1024,576,E-Commerce (Non-app),Small & Medium-sized E-commerce Platforms,Product sales,Product-Centric,Product demo,Native Video,None,No People Featured,Unclear,Awareness
"Air Hover Soccer Balls Toys for Kids, Indoor Games Activities with LED Lights #football #toy #cod #indoorgames",,2,0.1,7163965681062805506,1952,ad_28000000000_14_0_1,TRUE,17.867,1024,576,Sports & Outdoor,Sports & Outdoor,Product sales,Product-Centric,Product demo,Native Video,Customers,Primarily Young Adults,Problem Aware,Sales
which flip could you absolutely nail? #chickenvshotdog #flipschallenge #games #partygames,,2,0.7,7148106899299893250,44232,ad_28000000000_14_1_1,TRUE,104.675,1024,576,Sports & Outdoor,Sports & Equipment,Product sales,Product-Centric,Product demo,Native Video,Influencers,Diverse Gender Representation,Product Aware,Engagement
"""This Is A Game Changer For My Neck Pain."" #tiktokmademebuyit",,2,0.1,7195807262320918529,2418,ad_29000000000_14_0_1,TRUE,15.443,1024,576,Health,Medical Services,Product sales,Testimonial & Social Proof,Product demo,Native Video,Customers,Unclear,Problem Aware,Sales
BLACK FRIDAY SALE at 50% OFF + FREE SHIPPING,The Bamboo Breeze Shop,2,0.14,7131673574381518849,61242,ad_29000000000_14_1_1,TRUE,17,1024,576,Health,Medical Services,Product sales,Product-Centric,Product demo,Native Video,Unclear,Primarily Male,Problem Aware,Sales
"Meet the Wave Crib. Transforms from a mini crib, to a full crib to a toddler bed.",Nestigbaby,2,0.06,7145159211798724610,39378,ad_12000000000_14_0_1,TRUE,11.914,1024,576,"Baby, Kids & Maternity",Baby Bedding,Product sales,Product-Centric,Product demo,Native Video,None,Unclear,Solution Aware,Sales
Your search for the perfect crib ends here — meet the Wave Crib!,Nestigbaby,2,0.06,7171842723884138498,166206,ad_12000000000_14_1_1,TRUE,52.337,1280,720,"Baby, Kids & Maternity",Baby Bedding,Product sales,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Solution Aware,Sales
"Meet the Wave Crib. Transforms from a mini crib, to a full crib to a toddler bed.",Nestigbaby,2,0.12,7151080103462895618,5971,ad_12000000000_14_2_1,TRUE,27.098,1024,576,"Baby, Kids & Maternity",Baby Bedding,Product sales,Product-Centric,Product demo,Native Video,None,No People Featured,Solution Aware,Sales
"Meet Nestig Cribs. Nestig Cribs transform from a mini crib, to a full crib to a toddler bed.",Nestigbaby,2,0.14,7163784053928624129,13291,ad_12000000000_14_3_1,TRUE,18.074,1280,720,"Baby, Kids & Maternity",Baby Bedding,Product sales,Product-Centric,Product demo,Native Video,None,No People Featured,Solution Aware,Awareness
CapCut for Wonderful Life,CapCut - Video Editor,2,0.26,6952823417137954817,27459,ad_20000000000_14_0_1,TRUE,15.034,1024,576,Apps,Audio & Video Players,Product sales,Not Applicable,None,Native Video,Unclear,Unclear,Unclear,Unclear
we're going live for the big game! shop all your favs w/ Anna Sitar right within the tik tok app.,pacsun,2,0.94,7198644972136333314,6946,ad_20000000000_14_1_1,TRUE,19.948,1024,576,Apps,Social,Product sales,Promotional & Offer-Based,Event-driven,Native Video,Unclear,Unclear,Product Aware,Engagement
Today I’m making Immortelle 👩🏼‍🍳 #naturalskincare #antiageingskincare #letsmake #skincaretiktok #allnaturalskincare,,2,0.02,7169552417687437313,11650,ad_14000000000_14_0_1,FALSE,71.4,1024,576,Beauty & Personal Care,Skincare,Product sales,Product-Centric,Product demo,Native Video,None,Unclear,Product Aware,Awareness
"Free shipping & COD(available) ,RM 16.6/pc Only Today !!!!! Go check it !🪥#bodyaid  #whiteningteeth🦷🧼 #immediately",,2,0.02,7205252434469371906,79636,ad_14000000000_14_1_1,TRUE,22.755,1024,576,Beauty & Personal Care,Oral Care,Product sales,Product-Centric,Before-and-after story,Native Video,Customers,Primarily Female,Problem Aware,Sales
"Free shipping & COD(available) ,RM 16.6/pc Only Today !!!!! Go check it !🪥#bodyaid  #whiteningteeth🦷🧼 #immediately",,2,0.03,7202191772155150337,41644,ad_14000000000_14_2_1,TRUE,61.068,1024,576,Beauty & Personal Care,Oral Care,Product sales,Product-Centric,Product demo,Native Video,Customers,Primarily Male,Problem Aware,Sales
"Free shipping & COD(available) ,RM 16.6/pc Only Today !!!!! Go check it !🪥#bodyaid  #whiteningteeth🦷🧼 #immediately",,1,0.04,7201558057046048769,31275,ad_14000000000_14_3_1,TRUE,61.1,1024,576,Beauty & Personal Care,Oral Care,Product sales,Product-Centric,Product demo,Native Video,Customers,Primarily Male,Problem Aware,Sales
"@Haura Maqsurah Free shipping & COD(available) ,RM 16.6/pc Only Today !!!!! Go check it !🪥#bodyaid  #whiteningteeth🦷🧼 #immediately",,2,0.04,7184812527142223874,21199,ad_14000000000_14_4_1,TRUE,20.967,1024,576,Beauty & Personal Care,Oral Care,Product sales,Testimonial & Social Proof,Product demo,Native Video,Customers,Primarily Female,Solution Aware,Sales
"Free shipping & COD(available),RM 16.6/pc Only Today!!!Whitening teeth #immediately?Go check it!#bodyaid#SpringTrends #ramadan #ramadanmemes #ramadanrecipes",,2,0.04,7225661499309064194,9984,ad_14000000000_14_5_1,TRUE,20.2,1024,576,Beauty & Personal Care,Oral Care,Product sales,Promotional & Offer-Based,Limited-time offer,Native Video,Actors,Unclear,Problem Aware,Sales
"Free shipping & COD(available) ,RM 16.6/pc Only Today !!!!! Go check it !🪥#bodyaid  #whiteningteeth🦷🧼 #immediately",,2,0.04,7202285611523997698,291579,ad_14000000000_14_6_1,TRUE,61.068,1024,576,Beauty & Personal Care,Oral Care,Product sales,Product-Centric,Product demo,Native Video,Customers,Primarily Male,Problem Aware,Sales
"Mulut berbau gigi kuning pakai ni bagus gilaa🥰🥰🥰 Free shipping & COD(available) ,Only Today !!!!! Go check it !🪥#bodyaid #immediately",,2,0.05,7205130440029782018,391422,ad_14000000000_14_7_1,TRUE,58.072,1024,576,Beauty & Personal Care,Oral Care,Product sales,Product-Centric,Product demo,Native Video,Customers,Primarily Male,Problem Aware,Sales
"Free shipping & COD(available),RM 16.6/pc Only Today!!!Whitening teeth #immediately?Go check it!#bodyaid",,2,0.06,7218852080147038210,34075,ad_14000000000_14_8_1,TRUE,37.569,1024,576,Beauty & Personal Care,Oral Care,Product sales,Promotional & Offer-Based,Product demo,Native Video,Customers,Primarily Male,Problem Aware,Sales
"@WaniGhan | store Free shipping & COD(available) ,RM 16.6/pc Only Today !!!!! Go check it !🪥#bodyaid  #whiteningteeth🦷🧼 #immediately",,2,0.06,7171848697923436545,33105,ad_14000000000_14_9_1,TRUE,64.834,1024,576,Beauty & Personal Care,Oral Care,Product sales,Testimonial & Social Proof,None,Native Video,Customers,Primarily Female,Solution Aware,Sales
"Free shipping & COD(available) ,RM 16.6/pc Only Today !!!!! Go check it !🪥#bodyaid  #whiteningteeth🦷🧼 #immediately@QhairinaCantik ",,2,0.06,7186549800862285826,53446,ad_14000000000_14_10_1,TRUE,40.846,1024,576,Beauty & Personal Care,Oral Care,Product sales,Educational & Explainer,FAQ,Native Video,Influencers,Primarily Female,Product Aware,Engagement
Witchy makeup turorial using the sorceress palette 🔮💜💚🖤 #witchmakeup #witchtok #makeup  #halloweenmakeup #mua #witchyvibes #altmakeup #gothicmakeup #halloween #altfashion #beauty #altgirl #indiebeauty #indiemakeup #hemplashes #halloweenideas,,2,0.08,7160585991995703297,2594,ad_14000000000_14_11_1,TRUE,144.5,1022,576,Beauty & Personal Care,Cosmetics,Product sales,Product-Centric,Product demo,Native Video,Influencers,Primarily Female,Product Aware,Sales
"Lets pack a large #mysterybox together! 🖤💚 Spent £50, worth over £130! Hands up if you hope this is your box 🤞😻 #makeup #alternative #alttok #gothic #gothicmakeup #mysterybox #joliebeauty #makeupmysterybox #beautymysterybox #mysteryboxes #alternativemakeup #gothicstyle #altfashion ",,2,0.1,7176653187676291074,3466,ad_14000000000_14_12_1,TRUE,64.448,1024,576,Beauty & Personal Care,Cosmetics,Product sales,Promotional & Offer-Based,Unboxing,Native Video,None,No People Featured,Product Aware,Sales
This palette though 💯💚🖤 just look at those swatches by @heatheraustinmakeup 😍 #neonmakeup #uvmakeup #indiebeautybrand #mua #makeup #altmakeup #alternativemakeup #altfashion #alternativefashion #ravetok #raver #cybergoth #spookytok,,1,0.15,7166242850257649666,11551,ad_14000000000_14_13_1,TRUE,13.002,1024,576,Beauty & Personal Care,Cosmetics,Product sales,Product-Centric,Product demo,Native Video,None,Unclear,Product Aware,Sales
It's the bestselling eye cream on TikTok for a reason!,facetheory,2,0.2,7147973259770347521,11549,ad_14000000000_14_14_1,TRUE,32.394,1024,576,Beauty & Personal Care,Skincare,Product sales,Product-Centric,Product demo,Native Video,Influencers,Primarily Female,Problem Aware,Sales
Hands up if you love these swatches of our Water Activated Liner Palette 🖤 🙌 #makeup #mua #beauty #beautytok #rave #ravemakeup #partymakeup #makeupmusthave #tiktokmademebuyit #fyp #neon #altmakeup #altfashion #alternativefashion #alternativemakeup #cybergoth #gothicmakeup #neonmakeup #gothicstyle #makeupartist #makeupartistcheck,,2,0.2,7190264381098803202,5347,ad_14000000000_14_15_1,TRUE,34.967,1024,576,Beauty & Personal Care,Cosmetics,Product sales,Product-Centric,Product demo,Native Video,None,Unclear,Unclear,Awareness
